File Path,File Name,Owner,Extension,Size (MB),Modification Time,Access Time,Creation Time,Parent Directory,Permissions,Is File,Is Symlink,Absolute Path,Metadata
tests\resources\test_files\backend.py,backend.py,AD/BLUO,.py,0.212264,2024-01-15 15:34:00,2024-03-01 13:09:09,2024-01-15 15:34:00,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\backend.py,"{""num_lines"": 6503, ""num_functions"": 224, ""num_classes"": 5}"
tests\resources\test_files\callbacks_corrupted.py,callbacks_corrupted.py,AD/BLUO,.py,0.109727,2024-01-15 15:34:00,2024-03-01 13:10:25,2024-01-15 15:34:00,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\callbacks_corrupted.py,"{""error"": ""FileProcessingFailedError""}"
tests\resources\test_files\CanadaLogo.tif,CanadaLogo.tif,AD/BLUO,.tif,0.011538,2024-01-15 15:33:59,2024-03-01 13:09:09,2024-01-15 15:33:59,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\CanadaLogo.tif,"{""original_format"": ""TIFF"", ""mode"": ""RGB"", ""width"": 215, ""height"": 74}"
tests\resources\test_files\CanadaLogo_corrupted.tif,CanadaLogo_corrupted.tif,AD/BLUO,.tif,0.011538,2024-01-15 15:33:59,2024-03-01 13:10:25,2024-01-15 15:33:59,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\CanadaLogo_corrupted.tif,"{""error"": ""FileProcessingFailedError""}"
tests\resources\test_files\coffee.json,coffee.json,AD/BLUO,.json,0.000984,2024-01-15 15:34:00,2024-03-01 13:09:09,2024-01-15 15:34:00,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\coffee.json,"{""encoding"": ""ascii"", ""num_keys"": 15, ""key_names"": [""quiz"", ""sport"", ""q1"", ""question"", ""options"", ""answer"", ""maths"", ""q1"", ""question"", ""options"", ""answer"", ""q2"", ""question"", ""options"", ""answer""], ""empty_values"": 0}"
tests\resources\test_files\coffee_corrupted.json,coffee_corrupted.json,AD/BLUO,.json,2.097152,2024-01-15 15:34:00,2024-03-01 13:10:25,2024-01-15 15:34:00,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\coffee_corrupted.json,"{""error"": ""FileCorruptionError""}"
tests\resources\test_files\Empty.zip,Empty.zip,AD/BLUO,.zip,2.2e-05,2024-01-15 15:33:59,2024-03-01 13:09:11,2024-01-15 15:33:59,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\Empty.zip,"{""num_files"": 0, ""file_types"": {}, ""file_names"": []}"
tests\resources\test_files\Government.xlsx,Government.xlsx,AD/BLUO,.xlsx,0.077201,2024-01-15 15:33:59,2024-03-01 13:09:11,2024-01-15 15:33:59,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\Government.xlsx,"{""active_sheet"": ""Government of Canada"", ""sheet_names"": [""Health Canada"", ""Government of Canada""], ""last_modified_by"": ""Prazuch, Karolina (HC/SC)"", ""creator"": ""Prazuch, Karolina (HC/SC)"", ""has_password"": false}"
tests\resources\test_files\government_of_canada_wikipedia.txt,government_of_canada_wikipedia.txt,AD/BLUO,.txt,0.039357,2024-01-15 15:34:00,2024-03-01 13:09:11,2024-01-15 15:34:00,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\government_of_canada_wikipedia.txt,"{""encoding"": ""utf-8"", ""num_lines"": 306, ""num_words"": 5691}"
tests\resources\test_files\government_of_canada_wikipedia_corrupted.txt,government_of_canada_wikipedia_corrupted.txt,AD/BLUO,.txt,0.039052,2024-01-15 15:34:00,2024-03-01 13:10:27,2024-01-15 15:34:00,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\government_of_canada_wikipedia_corrupted.txt,"{""error"": ""FileProcessingFailedError""}"
tests\resources\test_files\Health - Canada.ca.html,Health - Canada.ca.html,AD/BLUO,.html,0.168865,2024-01-15 15:33:59,2024-03-01 13:09:12,2024-01-15 15:33:59,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\Health - Canada.ca.html,"{""encoding"": ""utf-8"", ""num_lines"": 3439, ""num_words"": 11162}"
tests\resources\test_files\Health - Canada.ca_corrupted.html,Health - Canada.ca_corrupted.html,AD/BLUO,.html,0.165427,2024-01-15 15:33:59,2024-03-01 13:10:28,2024-01-15 15:33:59,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\Health - Canada.ca_corrupted.html,"{""error"": ""FileProcessingFailedError""}"
tests\resources\test_files\Health Canada Overview from Wikipedia.msg,Health Canada Overview from Wikipedia.msg,AD/BLUO,.msg,0.3328,2024-01-15 15:33:59,2024-03-01 13:09:13,2024-01-15 15:33:59,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\Health Canada Overview from Wikipedia.msg,"{""subject"": ""Health Canada Overview from Wikipedia"", ""date"": ""Tue, 31 Oct 2023 14:54:03 -0400"", ""sender"": ""\""Prazuch, Karolina (HC/SC)\"" <karolina.prazuch@hc-sc.gc.ca>""}"
tests\resources\test_files\HealthCanada.jpeg,HealthCanada.jpeg,AD/BLUO,.jpeg,0.0088,2024-01-15 15:33:59,2024-03-01 13:09:13,2024-01-15 15:33:59,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\HealthCanada.jpeg,"{""original_format"": ""JPEG"", ""mode"": ""RGB"", ""width"": 474, ""height"": 262}"
tests\resources\test_files\HealthCanadaOverviewFromWikipedia.docx,HealthCanadaOverviewFromWikipedia.docx,AD/BLUO,.docx,0.011001,2024-01-15 15:33:59,2024-03-01 13:09:13,2024-01-15 15:33:59,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\HealthCanadaOverviewFromWikipedia.docx,"{""author"": ""Test Author One"", ""last_modified_by"": ""Test last_modified_by One"", ""has_password"": false}"
tests\resources\test_files\HealthCanadaOverviewFromWikipedia.pdf,HealthCanadaOverviewFromWikipedia.pdf,AD/BLUO,.pdf,0.073894,2024-01-15 15:33:59,2024-03-01 13:09:13,2024-01-15 15:33:59,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\HealthCanadaOverviewFromWikipedia.pdf,"{""has_password"": false, ""author"": ""Gavigan, Patrick (HC/SC)"", ""producer"": ""Microsoft\u00ae Word for Microsoft 365""}"
tests\resources\test_files\HealthCanadaOverviewFromWikipedia.pptx,HealthCanadaOverviewFromWikipedia.pptx,AD/BLUO,.pptx,0.037021,2024-01-15 15:33:59,2024-03-01 13:09:13,2024-01-15 15:33:59,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\HealthCanadaOverviewFromWikipedia.pptx,"{""author"": ""Test Author One"", ""last_modified_by"": ""Test last_modified_by One"", ""num_slides"": 4, ""has_password"": false}"
tests\resources\test_files\HealthCanadaOverviewFromWikipedia_corrupted.docx,HealthCanadaOverviewFromWikipedia_corrupted.docx,AD/BLUO,.docx,0.011001,2024-01-15 15:33:59,2024-03-01 13:10:28,2024-01-15 15:33:59,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\HealthCanadaOverviewFromWikipedia_corrupted.docx,"{""error"": ""FileCorruptionError""}"
tests\resources\test_files\HealthCanadaOverviewFromWikipedia_corrupted.pptx,HealthCanadaOverviewFromWikipedia_corrupted.pptx,AD/BLUO,.pptx,0.037021,2024-01-15 15:33:59,2024-03-01 13:10:28,2024-01-15 15:33:59,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\HealthCanadaOverviewFromWikipedia_corrupted.pptx,"{""error"": ""FileCorruptionError""}"
tests\resources\test_files\HealthCanadaOverviewFromWikipedia_Locked.docx,HealthCanadaOverviewFromWikipedia_Locked.docx,AD/BLUO,.docx,0.019456,2024-01-15 15:33:59,2024-03-01 13:09:13,2024-01-15 15:33:59,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\HealthCanadaOverviewFromWikipedia_Locked.docx,"{""author"": null, ""last_modified_by"": null, ""has_password"": true}"
tests\resources\test_files\HealthCanadaOverviewFromWikipedia_Locked.pptx,HealthCanadaOverviewFromWikipedia_Locked.pptx,AD/BLUO,.pptx,0.047104,2024-01-15 15:33:59,2024-03-01 13:09:13,2024-01-15 15:33:59,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\HealthCanadaOverviewFromWikipedia_Locked.pptx,"{""author"": null, ""last_modified_by"": null, ""num_slides"": null, ""has_password"": true}"
tests\resources\test_files\Health_Canada_logo.png,Health_Canada_logo.png,AD/BLUO,.png,0.004125,2024-01-15 15:33:59,2024-03-01 13:09:13,2024-01-15 15:33:59,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\Health_Canada_logo.png,"{""original_format"": ""GIF"", ""mode"": ""P"", ""width"": 303, ""height"": 40}"
tests\resources\test_files\MapCanada.jpg,MapCanada.jpg,AD/BLUO,.jpg,1.24704,2024-01-15 15:34:00,2024-03-01 13:09:13,2024-01-15 15:34:00,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\MapCanada.jpg,"{""original_format"": ""JPEG"", ""mode"": ""RGB"", ""width"": 4489, ""height"": 2896}"
tests\resources\test_files\MapCanada.png,MapCanada.png,AD/BLUO,.png,0.774655,2024-01-15 15:34:00,2024-03-01 13:09:13,2024-01-15 15:34:00,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\MapCanada.png,"{""original_format"": ""PNG"", ""mode"": ""RGBA"", ""width"": 3000, ""height"": 2408}"
tests\resources\test_files\MapCanada_corrupted.jpg,MapCanada_corrupted.jpg,AD/BLUO,.jpg,1.24704,2024-01-15 15:34:00,2024-03-01 13:10:28,2024-01-15 15:34:00,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\MapCanada_corrupted.jpg,"{""error"": ""FileProcessingFailedError""}"
tests\resources\test_files\MapCanada_corrupted.png,MapCanada_corrupted.png,AD/BLUO,.png,0.774655,2024-01-15 15:34:00,2024-03-01 13:10:28,2024-01-15 15:34:00,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\MapCanada_corrupted.png,"{""error"": ""FileProcessingFailedError""}"
tests\resources\test_files\MapleLeaf.gif,MapleLeaf.gif,AD/BLUO,.gif,0.794349,2024-01-15 15:34:00,2024-03-01 13:09:13,2024-01-15 15:34:00,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\MapleLeaf.gif,"{""original_format"": ""GIF"", ""mode"": ""P"", ""width"": 480, ""height"": 480, ""animated"": true, ""frames"": 27}"
tests\resources\test_files\MapleLeaf.heic,MapleLeaf.heic,AD/BLUO,.heic,0.112295,2024-01-15 15:34:00,2024-03-01 13:09:13,2024-01-15 15:34:00,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\MapleLeaf.heic,"{""original_format"": ""HEIF"", ""mode"": ""RGB"", ""width"": 1600, ""height"": 1200}"
tests\resources\test_files\MapleLeaf.heif,MapleLeaf.heif,AD/BLUO,.heif,0.112295,2024-01-15 15:34:00,2024-03-01 13:09:13,2024-01-15 15:34:00,tests\resources\test_files,Unrestricted (666),1,0,C:\Users\BLUO\Downloads\report\tests\resources\test_files\MapleLeaf.heif,"{""original_format"": ""HEIF"", ""mode"": ""RGB"", ""width"": 1600, ""height"": 1200}"
